"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"657",0,1,0,0,1,0,1,1,0,1,1
"658",0,0,0,0,1,0,1,0,0,1,1
"659",0,2,1,1,1,1,1,1,1,4,3
"660",0,1,0,0,1,0,1,1,0,1,1
"661",1,1,1,1,1,0,0,1,0,1,1
"662",0,1,0,0,1,0,1,1,0,1,1
"663",0,0,0,0,0,0,0,0,0,0,0
"664",0,1,0,0,1,0,1,0,0,3,3
"665",0,1,0,0,2,0,0,1,0,4,4
"666",0,2,0,0,1,0,0,1,0,3,3
"667",0,1,0,0,1,0,0,2,0,5,5
"668",0,0,0,0,0,0,0,0,0,0,0
"669",0,0,0,0,0,0,0,1,1,2,1
"670",1,1,0,0,1,1,1,1,1,1,0
"671",0,1,0,0,1,0,0,1,0,3,3
"672",0,0,0,1,0,2,0,2,3,1,-2
"673",0,2,0,0,3,0,1,3,0,4,4
"674",0,1,0,0,1,0,0,1,0,1,1
"675",0,2,0,0,1,0,1,1,0,2,2
"676",0,0,0,0,0,0,0,0,0,0,0
"677",0,0,0,0,0,0,0,0,0,0,0
"678",0,2,0,0,1,0,0,2,0,4,4
"679",0,2,0,0,1,0,1,0,0,1,1
"680",0,2,0,0,1,0,0,1,0,1,1
"681",0,1,0,0,1,0,1,1,0,2,2
"682",0,2,0,0,2,0,0,2,0,3,3
"683",0,0,0,0,1,0,0,1,0,1,1
"684",0,1,0,0,2,0,0,1,0,2,2
"685",0,0,0,0,0,0,0,1,0,1,1
"686",0,1,0,0,1,0,1,1,0,1,1
"687",1,0,0,0,1,1,0,0,2,1,-1
"688",0,0,0,0,0,1,0,0,2,0,-2
"689",0,0,0,0,0,0,0,0,0,1,1
"690",0,0,0,1,0,0,0,0,0,1,1
"691",0,0,0,0,0,0,0,2,0,2,2
"692",0,1,0,0,1,0,1,1,0,1,1
"693",0,0,0,0,1,0,1,1,0,1,1
"694",0,0,0,0,0,0,0,0,0,0,0
"695",0,0,0,0,1,0,0,1,0,2,2
"696",0,0,0,0,0,0,0,0,0,0,0
"697",0,3,0,0,2,0,0,2,0,4,4
"698",0,1,0,0,1,0,1,2,0,3,3
"699",0,0,0,0,0,0,0,0,0,1,1
"700",0,0,0,0,0,0,0,0,0,1,1
"701",0,0,0,0,0,0,0,0,0,0,0
"702",0,1,0,0,1,0,1,1,0,1,1
"703",0,1,0,1,0,0,1,0,0,1,1
"704",0,0,0,0,0,0,0,0,0,0,0
"705",0,0,0,0,0,0,0,0,0,2,2
"706",0,0,0,0,0,0,0,0,0,0,0
"707",0,0,0,0,0,0,0,0,0,0,0
"708",0,0,0,0,1,0,0,1,0,2,2
"709",0,2,0,0,1,0,1,2,0,3,3
"710",0,0,0,0,0,0,0,0,0,1,1
"711",0,0,0,0,0,1,0,0,1,0,-1
"712",0,0,0,0,0,0,0,0,1,0,-1
"713",0,0,0,0,0,0,0,1,0,1,1
"714",0,1,0,0,1,0,0,1,0,2,2
"715",0,1,0,0,1,0,1,1,0,1,1
"716",0,2,0,0,3,0,1,1,0,3,3
"717",0,0,0,0,1,0,1,0,0,1,1
"718",0,0,0,0,2,0,0,2,1,3,2
"719",0,0,0,0,0,0,0,0,0,1,1
"720",0,0,0,0,1,0,0,0,0,1,1
"721",0,0,0,0,0,0,0,1,0,1,1
"722",0,1,0,0,1,0,1,1,0,1,1
"723",0,2,0,0,2,0,1,2,0,2,2
"724",0,0,0,0,0,0,0,0,0,0,0
"725",0,2,0,0,2,0,1,1,0,2,2
"726",0,3,0,0,3,0,0,3,0,3,3
"727",0,0,1,0,0,1,0,0,0,2,2
"728",0,1,0,0,1,0,1,1,0,1,1
"729",0,1,0,0,2,0,1,1,0,2,2
"730",0,1,0,0,1,0,0,1,0,2,2
"731",0,0,0,0,1,0,0,0,0,1,1
"732",0,1,0,0,1,0,0,1,0,2,2
"733",0,2,0,0,1,0,1,1,0,2,2
"734",0,1,0,0,1,0,0,1,0,1,1
"735",0,0,0,1,0,0,0,0,0,1,1
"736",0,0,0,0,0,0,0,0,0,0,0
"737",0,1,0,1,0,0,0,0,1,1,0
"738",0,0,0,0,0,0,0,0,0,0,0
"739",0,1,0,0,1,0,0,1,0,3,3
"740",1,0,1,1,0,1,0,1,1,1,0
"741",0,2,0,0,1,0,0,2,0,3,3
"742",0,1,0,0,1,0,0,2,0,1,1
"743",0,1,0,0,1,0,0,0,0,1,1
"744",0,0,0,0,0,0,0,0,0,2,2
"745",0,2,0,0,0,0,0,1,0,2,2
"746",0,1,0,0,1,0,1,1,0,3,3
"747",0,0,0,0,0,0,0,0,0,2,2
"748",0,1,0,0,2,0,0,1,0,5,5
"749",0,2,0,0,2,0,1,3,0,3,3
"750",0,0,0,0,0,0,0,0,0,0,0
"751",0,0,0,0,0,0,0,0,0,0,0
"752",0,0,0,0,0,0,0,0,0,0,0
"753",0,1,0,0,1,0,1,1,0,2,2
"754",0,1,0,0,2,0,1,1,0,2,2
"755",0,0,0,0,0,0,0,1,0,2,2
"756",0,0,0,0,0,0,0,0,0,0,0
"757",0,0,0,0,0,0,0,0,0,0,0
"758",0,0,0,0,1,0,1,2,0,2,2
"759",0,2,0,0,2,0,1,2,0,4,4
"760",0,0,0,0,0,0,0,0,0,0,0
"761",0,1,0,0,2,0,1,2,0,5,5
"762",0,0,0,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,0,0,0,0,1,1
"764",0,0,0,0,0,0,0,0,1,0,-1
"765",0,1,0,0,2,0,1,2,0,2,2
"766",0,0,0,0,0,0,0,0,0,0,0
"767",0,3,0,0,3,0,2,3,0,3,3
"768",0,1,0,0,2,0,0,3,0,5,5
"769",0,3,0,0,2,0,0,2,0,2,2
"770",0,2,0,0,1,0,0,1,0,2,2
"771",0,1,0,0,1,0,0,0,0,2,2
"772",0,2,0,1,1,0,1,1,0,2,2
"773",0,1,0,0,1,0,0,2,0,3,3
"774",0,0,0,0,0,0,0,1,0,1,1
"775",1,0,0,1,0,1,0,0,1,0,-1
"776",0,0,0,0,0,0,0,0,0,0,0
"777",0,1,1,0,1,1,1,2,0,3,3
"778",0,4,0,0,4,0,2,3,0,5,5
"779",0,2,0,0,2,0,1,3,0,3,3
"780",0,2,0,0,2,1,1,1,0,3,3
"781",0,2,0,0,1,0,0,2,0,4,4
"782",0,0,0,0,0,0,0,1,0,5,5
"783",0,0,1,1,0,0,0,0,1,0,-1
"784",0,0,0,0,0,0,0,0,0,0,0
"785",0,1,0,0,1,0,1,1,0,1,1
"786",0,0,0,0,0,0,0,0,0,0,0
"787",0,0,0,0,2,0,0,1,0,3,3
"788",0,0,0,1,1,0,0,1,0,2,2
"789",0,0,0,0,0,0,0,0,0,0,0
"790",0,1,0,0,1,0,1,1,0,1,1
"791",0,2,0,0,2,0,1,3,0,4,4
"792",0,0,0,0,0,0,0,0,0,0,0
"793",0,2,0,0,3,0,1,4,0,3,3
"794",0,1,0,0,1,0,0,1,0,1,1
"795",0,0,0,0,0,1,0,0,1,0,-1
"796",0,0,0,0,0,0,0,0,0,1,1
"797",0,0,0,0,1,0,0,1,0,1,1
"798",0,1,0,0,1,0,0,1,0,2,2
"799",1,1,0,1,1,2,2,1,2,1,-1
"800",0,0,0,0,1,0,0,1,0,1,1
"801",0,0,0,0,0,0,0,0,0,0,0
"802",0,2,0,0,2,0,0,3,0,2,2
"803",0,2,0,0,0,0,0,0,0,1,1
"804",0,0,0,0,0,0,0,0,0,1,1
"805",0,1,0,0,1,0,1,2,0,3,3
"806",0,0,0,0,0,0,0,1,0,1,1
"807",0,1,0,0,1,0,1,1,0,3,3
"808",0,0,0,0,0,0,0,1,0,1,1
"809",0,2,0,0,2,0,2,2,0,5,5
"810",0,0,0,0,0,0,0,1,0,2,2
"811",0,1,0,0,0,1,0,0,1,1,0
"812",0,0,0,0,0,0,0,0,0,0,0
"813",0,1,0,0,2,0,1,2,0,3,3
"814",0,1,0,0,1,0,0,1,0,1,1
"815",0,0,0,0,1,0,0,1,0,2,2
"816",0,1,0,0,0,0,0,0,1,0,-1
"817",0,0,0,0,0,0,0,0,0,0,0
"818",0,1,0,0,1,0,0,0,0,1,1
"819",1,2,0,0,2,1,2,1,1,3,2
"820",0,0,0,0,1,0,0,0,0,1,1
"821",0,2,0,0,2,0,2,3,0,4,4
"822",0,0,0,0,0,0,0,1,0,1,1
"823",0,1,0,0,0,0,0,0,0,0,0
"824",0,1,1,0,2,1,1,2,2,2,0
"825",0,0,0,0,0,0,0,0,0,0,0
"826",0,2,0,0,2,0,1,1,0,3,3
"827",0,0,0,0,0,0,0,0,0,0,0
"828",1,0,1,0,0,1,0,1,2,0,-2
"829",0,0,0,0,0,0,0,0,0,1,1
"830",0,1,0,0,0,0,0,0,0,0,0
"831",0,0,0,0,1,0,0,2,0,2,2
"832",0,0,0,0,0,0,0,1,0,1,1
"833",0,0,0,0,0,0,0,0,0,1,1
"834",0,0,0,0,0,0,0,0,0,0,0
"835",1,0,2,0,0,0,0,0,2,0,-2
"836",0,0,0,0,0,0,0,0,0,1,1
"837",0,1,0,0,1,0,1,1,0,1,1
"838",0,0,0,0,0,0,0,0,0,0,0
"839",0,0,0,0,0,0,0,0,0,0,0
"840",0,0,0,0,0,0,0,0,0,2,2
"841",0,1,0,0,2,0,1,1,0,2,2
"842",0,1,0,0,1,0,0,4,0,4,4
"843",0,3,0,0,2,0,0,2,0,4,4
"844",0,1,0,0,2,0,1,2,0,2,2
"845",0,0,0,0,0,0,0,0,0,1,1
"846",0,1,0,0,0,0,0,1,0,1,1
"847",0,0,0,0,0,0,0,1,0,0,0
"848",0,0,0,0,0,0,0,0,0,1,1
"849",0,0,0,0,0,0,0,0,0,1,1
"850",0,2,0,0,2,1,2,3,0,4,4
"851",0,1,0,0,1,0,1,1,0,2,2
"852",0,0,0,0,0,0,0,0,0,0,0
"853",0,0,0,1,0,0,0,0,0,0,0
"854",0,0,0,1,0,0,0,0,0,0,0
"855",0,1,0,0,1,0,1,1,0,1,1
"856",0,1,0,0,2,0,1,3,0,4,4
"857",0,1,0,0,1,0,0,1,0,2,2
"858",0,0,0,0,1,0,1,1,0,1,1
"859",0,1,0,0,1,0,1,1,0,1,1
"860",1,0,0,1,0,1,0,0,1,0,-1
"861",0,0,0,0,1,0,0,0,0,1,1
"862",0,0,0,0,0,0,0,0,0,0,0
"863",0,1,0,0,0,0,0,2,1,1,0
"864",0,0,0,0,2,0,0,1,0,2,2
"865",0,0,0,0,0,0,0,1,0,1,1
"866",0,0,0,0,0,0,0,0,0,0,0
"867",0,0,0,0,0,0,0,2,0,2,2
"868",0,1,0,0,1,0,1,0,0,1,1
"869",0,1,0,0,1,0,0,2,0,4,4
"870",0,1,0,0,1,0,1,1,1,2,1
"871",0,0,0,0,1,0,0,1,0,3,3
"872",0,1,0,0,1,0,1,1,0,2,2
"873",0,0,0,0,0,0,0,0,0,2,2
"874",0,0,0,0,0,0,0,0,0,0,0
"875",0,2,0,0,3,0,2,2,0,4,4
"876",0,1,0,0,1,0,1,1,0,1,1
"877",0,0,0,0,0,0,0,0,0,0,0
"878",0,0,0,0,0,0,0,1,0,1,1
"879",0,2,0,0,1,0,0,2,0,1,1
"880",0,2,0,0,1,0,1,3,1,2,1
"881",0,1,0,0,1,0,1,1,0,1,1
"882",0,1,0,0,1,0,0,2,0,1,1
"883",0,1,0,0,2,0,1,2,0,2,2
"884",0,1,0,0,0,0,0,1,0,1,1
"885",0,0,0,0,0,0,1,1,0,2,2
"886",0,0,0,0,0,0,0,0,0,0,0
"887",0,1,0,0,1,0,1,1,0,1,1
"888",0,1,0,0,2,0,1,1,0,2,2
"889",1,2,1,0,2,1,1,2,1,3,2
"890",0,0,0,0,0,0,0,0,0,1,1
"891",0,0,0,0,0,0,0,0,0,0,0
"892",0,0,0,0,2,0,1,3,0,3,3
"893",1,1,0,1,1,1,0,1,1,3,2
"894",0,1,0,0,1,0,0,1,0,2,2
"895",0,1,0,0,1,2,1,1,1,2,1
"896",0,0,0,0,0,0,0,0,0,0,0
"897",0,0,0,0,0,0,0,0,0,1,1
"898",0,1,0,1,1,0,1,1,0,1,1
"899",1,1,0,0,1,0,0,0,1,1,0
"900",0,0,0,0,0,0,0,1,0,1,1
"901",0,1,0,0,1,0,0,1,0,2,2
"902",0,0,0,0,0,0,0,1,0,1,1
"903",0,2,0,1,1,0,1,2,0,2,2
"904",0,0,0,0,0,0,0,0,0,0,0
"905",0,0,0,0,0,0,0,0,0,0,0
"906",0,2,0,0,2,0,1,2,0,2,2
"907",0,1,0,1,0,0,0,0,0,0,0
"908",0,1,0,0,2,0,1,1,0,2,2
"909",0,0,0,0,0,0,0,1,0,2,2
"910",0,0,0,0,0,0,0,0,0,0,0
"911",0,1,0,0,0,0,0,0,0,0,0
"912",0,0,0,0,0,0,0,0,0,0,0
"913",0,0,0,0,1,0,0,1,0,1,1
"914",0,0,0,0,0,0,0,0,0,0,0
"915",0,1,0,0,0,0,0,0,0,0,0
"916",0,0,0,0,1,0,0,1,0,1,1
"917",0,1,0,0,1,0,1,1,0,1,1
"918",0,2,0,0,1,0,1,1,0,2,2
"919",0,5,1,0,3,0,2,3,0,4,4
"920",0,1,0,0,0,0,0,0,0,1,1
"921",0,0,0,0,0,0,0,0,0,0,0
"922",0,0,0,0,0,0,0,0,0,0,0
"923",0,0,0,0,0,0,1,0,0,0,0
"924",0,0,0,0,0,0,0,0,0,0,0
"925",0,2,0,0,2,0,0,1,0,2,2
"926",0,0,0,0,0,0,0,0,0,0,0
"927",1,2,1,2,2,0,0,3,0,2,2
"928",0,0,0,0,1,0,0,1,1,1,0
"929",0,0,0,0,0,0,0,0,0,0,0
"930",0,2,0,0,1,0,0,3,0,5,5
"931",0,0,0,0,0,0,0,0,0,0,0
"932",0,0,0,0,0,0,0,0,0,0,0
"933",0,1,0,0,1,0,0,1,0,1,1
"934",0,1,0,0,0,0,0,0,1,0,-1
"935",0,0,0,0,0,0,0,0,0,0,0
"936",0,0,0,0,0,0,0,0,0,0,0
"937",0,0,0,0,0,0,0,0,0,0,0
"938",0,0,0,0,1,0,0,1,0,1,1
"939",0,0,0,0,0,0,0,0,0,0,0
"940",0,0,0,0,0,0,0,0,0,0,0
"941",0,0,0,0,0,0,0,0,0,0,0
"942",0,1,0,0,1,0,0,2,0,2,2
"943",0,1,0,0,1,0,0,1,0,1,1
"944",0,0,0,0,0,0,0,0,0,0,0
"945",0,0,0,0,0,0,0,0,0,0,0
"946",0,0,0,0,0,0,0,0,0,0,0
"947",0,1,0,0,1,0,1,1,0,3,3
"948",0,1,0,0,1,0,0,1,0,2,2
"949",0,0,0,0,0,0,0,0,0,1,1
"950",0,0,0,0,0,0,0,0,0,0,0
"951",0,0,0,0,0,0,0,0,0,0,0
"952",0,1,0,0,1,0,1,1,0,1,1
"953",0,2,0,0,2,1,2,2,0,2,2
"954",0,1,0,0,1,0,1,1,0,1,1
"955",1,0,1,1,1,0,0,1,2,2,0
"956",0,0,0,0,0,0,0,0,0,0,0
"957",0,0,1,0,0,0,0,0,1,0,-1
"958",0,1,0,0,1,0,1,1,0,1,1
"959",0,1,0,0,1,0,0,0,0,2,2
"960",0,1,0,0,1,0,1,1,1,1,0
"961",0,0,0,0,0,0,0,0,0,0,0
"962",0,0,0,0,0,0,0,0,0,1,1
"963",0,1,0,0,1,0,0,1,0,1,1
"964",0,1,0,0,1,0,1,1,0,1,1
"965",0,0,0,0,0,0,0,0,0,1,1
"966",0,0,0,0,0,0,0,0,0,0,0
"967",0,1,0,0,0,0,0,0,0,0,0
"968",0,1,0,0,1,0,1,1,0,1,1
"969",0,2,0,0,2,0,0,2,0,2,2
"970",0,0,0,0,0,0,0,0,0,2,2
"971",0,2,0,0,2,0,1,2,0,4,4
"972",0,3,0,0,3,0,0,3,0,4,4
"973",0,1,0,0,0,0,0,0,0,0,0
"974",0,1,0,0,1,0,0,1,0,1,1
"975",1,0,1,1,0,1,0,1,2,0,-2
"976",0,1,0,0,1,0,0,2,0,2,2
"977",0,1,0,0,2,0,1,2,0,3,3
"978",0,0,0,0,0,0,0,0,0,1,1
"979",0,0,0,0,0,0,0,0,0,1,1
"980",0,1,0,0,0,0,0,0,0,0,0
"981",0,2,0,0,0,0,0,0,0,1,1
"982",0,2,0,0,0,0,1,0,0,3,3
"983",0,1,0,0,1,0,1,2,0,1,1
"984",1,2,0,1,2,1,0,2,1,4,3
"985",1,1,1,1,2,0,0,2,0,2,2
"986",0,1,0,0,1,0,1,1,0,1,1
"987",0,0,0,0,0,0,0,0,0,1,1
"988",0,0,0,0,0,0,0,0,0,1,1
"989",0,0,0,1,0,1,0,0,1,0,-1
"990",0,1,0,0,1,0,0,1,0,1,1
"991",0,0,0,0,0,0,0,1,0,1,1
"992",0,1,0,0,2,0,0,2,0,2,2
"993",0,0,0,0,0,0,0,0,0,1,1
"994",0,1,0,0,1,0,1,2,0,1,1
"995",0,0,0,0,1,0,0,1,0,1,1
"996",0,1,1,0,1,1,1,1,1,2,1
"997",0,2,0,0,1,1,1,1,1,3,2
"998",0,1,1,0,2,1,1,3,2,2,0
"999",0,0,0,0,0,0,0,0,0,0,0
"1000",0,1,0,0,1,0,1,1,0,1,1
"1001",0,2,1,0,2,0,2,2,0,2,2
"1002",0,0,0,0,0,0,0,0,0,0,0
"1003",0,1,0,0,1,0,1,1,0,1,1
"1004",0,1,0,0,1,0,1,1,0,1,1
"1005",0,0,0,0,0,0,0,0,0,0,0
"1006",0,0,0,0,0,0,0,0,0,0,0
"1007",0,1,0,0,1,0,1,1,0,1,1
"1008",0,0,0,0,1,0,0,0,0,1,1
"1009",0,1,0,0,1,0,1,1,0,4,4
"1010",0,0,0,0,1,0,0,0,0,1,1
"1011",0,0,0,0,0,0,0,0,0,0,0
"1012",0,0,0,0,0,0,0,0,0,2,2
"1013",0,2,0,0,1,0,1,1,0,2,2
"1014",0,0,0,0,0,0,0,0,0,1,1
"1015",0,0,0,0,0,0,0,0,0,0,0
"1016",0,0,0,0,0,0,0,0,0,0,0
"1017",0,1,0,0,2,0,1,2,0,2,2
"1018",1,2,1,1,1,2,1,1,2,1,-1
"1019",0,0,0,0,0,0,0,1,0,2,2
"1020",0,0,0,0,0,0,0,1,0,1,1
"1021",0,0,0,0,0,0,0,0,0,0,0
"1022",0,0,0,0,0,0,0,0,0,1,1
"1023",0,0,0,0,0,0,0,0,0,0,0
"1024",0,1,0,0,2,0,0,3,0,4,4
"1025",0,1,0,0,1,0,1,1,0,1,1
"1026",0,0,0,0,1,0,0,1,0,1,1
"1027",0,0,0,0,0,0,0,0,0,0,0
"1028",0,2,0,0,1,0,1,2,0,2,2
"1029",0,1,0,0,1,0,1,1,0,1,1
"1030",0,0,0,0,0,0,0,0,0,0,0
"1031",0,2,0,0,1,0,0,1,0,1,1
"1032",0,0,0,0,0,0,0,1,0,2,2
"1033",0,1,0,0,2,0,1,0,0,2,2
"1034",0,0,0,0,0,0,0,0,0,0,0
"1035",0,0,0,0,0,0,0,0,0,0,0
"1036",0,0,0,0,1,0,0,1,0,1,1
"1037",0,0,0,0,0,0,0,0,0,1,1
"1038",0,0,0,0,0,0,0,0,0,0,0
"1039",0,0,0,0,1,0,1,1,0,2,2
"1040",0,0,0,0,0,0,0,1,0,1,1
"1041",0,0,0,0,1,0,0,1,1,2,1
"1042",0,0,0,1,0,1,0,1,1,1,0
"1043",0,0,0,0,0,0,0,0,0,0,0
"1044",0,0,1,0,0,0,0,2,1,1,0
"1045",0,0,0,0,0,0,0,0,0,0,0
"1046",0,0,1,0,0,0,0,0,1,1,0
"1047",0,1,0,0,1,0,1,1,0,2,2
"1048",0,0,0,0,0,0,0,1,0,1,1
"1049",0,0,0,0,0,0,0,0,0,0,0
"1050",0,0,0,0,0,0,0,0,0,0,0
"1051",0,2,0,0,2,0,1,2,0,2,2
"1052",0,0,0,0,1,0,0,1,0,1,1
"1053",0,1,0,0,2,0,1,2,0,2,2
"1054",0,0,0,0,1,0,1,1,0,1,1
"1055",0,0,0,0,0,0,0,0,0,0,0
"1056",0,1,0,0,2,0,1,2,0,2,2
"1057",0,1,0,0,2,0,1,2,0,2,2
"1058",0,1,1,1,1,1,1,1,1,1,0
"1059",0,2,0,0,2,0,1,1,0,2,2
"1060",0,2,0,0,2,0,1,1,0,3,3
"1061",0,1,0,0,1,0,1,1,0,2,2
"1062",0,2,0,0,2,0,2,2,0,3,3
"1063",0,1,0,0,1,0,0,1,0,1,1
"1064",0,0,0,0,0,0,0,0,0,0,0
"1065",0,0,0,0,0,0,0,0,0,0,0
"1066",0,2,0,0,2,0,1,2,0,2,2
"1067",0,0,0,0,0,0,0,0,0,1,1
"1068",0,0,0,0,0,1,0,0,1,0,-1
"1069",0,0,0,0,0,0,0,0,0,0,0
"1070",0,0,0,0,0,0,0,0,0,0,0
"1071",0,0,0,0,0,0,0,0,0,0,0
"1072",0,0,0,0,0,0,0,0,0,0,0
"1073",0,0,0,0,0,0,0,0,0,0,0
"1074",0,1,0,1,1,1,0,0,1,1,0
"1075",0,0,0,0,1,0,0,0,0,1,1
"1076",0,0,0,0,0,0,0,0,0,0,0
"1077",0,0,0,0,0,0,0,0,0,0,0
"1078",0,0,0,0,0,0,0,0,0,0,0
"1079",0,0,0,0,0,0,0,0,0,0,0
"1080",0,0,0,0,1,0,0,0,0,1,1
"1081",0,0,0,0,0,0,0,1,0,0,0
"1082",0,3,0,0,4,0,2,2,0,4,4
"1083",0,0,0,0,0,0,0,1,0,1,1
"1084",0,1,0,0,1,0,0,1,0,1,1
"1085",0,0,2,0,0,0,0,0,1,1,0
"1086",1,0,0,1,0,1,1,0,1,0,-1
"1087",0,0,0,0,0,0,0,0,0,0,0
"1088",0,0,0,0,1,0,0,1,0,4,4
"1089",0,0,0,0,0,0,0,0,0,0,0
"1090",0,1,0,0,2,0,1,2,0,3,3
"1091",0,0,0,0,0,0,0,0,0,0,0
"1092",0,1,0,0,2,0,1,1,0,2,2
"1093",0,0,0,0,0,0,0,0,0,2,2
"1094",0,1,0,0,1,1,1,2,0,2,2
"1095",0,0,0,0,1,0,0,0,0,1,1
"1096",0,0,0,0,0,0,0,1,0,1,1
"1097",0,0,0,0,0,0,0,0,0,0,0
"1098",0,1,0,0,1,0,1,1,0,1,1
"1099",0,0,0,0,0,0,0,0,0,0,0
"1100",1,1,0,0,1,0,1,1,1,1,0
"1101",0,1,0,0,1,0,1,1,0,2,2
"1102",0,0,0,0,0,0,0,0,0,0,0
"1103",0,1,0,0,1,0,1,1,0,1,1
"1104",0,0,0,0,0,0,0,0,0,1,1
"1105",0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,0,1,0,1,0,0,1,0,-1
"1107",0,1,0,0,0,0,0,0,0,0,0
"1108",0,0,0,0,1,0,1,1,0,2,2
"1109",0,0,0,0,0,0,0,0,0,2,2
"1110",0,3,0,0,1,0,1,1,0,2,2
"1111",0,1,0,0,1,0,1,1,0,1,1
"1112",0,0,0,0,0,0,0,0,0,0,0
"1113",0,0,0,0,0,0,0,0,0,0,0
"1114",1,1,0,1,1,0,1,1,1,1,0
"1115",0,0,0,0,0,0,0,0,0,0,0
"1116",0,0,0,0,0,0,0,0,0,0,0
"1117",0,0,0,0,0,0,0,0,0,0,0
"1118",0,1,0,0,0,0,0,1,1,2,1
"1119",0,1,0,0,1,0,1,1,0,1,1
"1120",0,0,0,0,1,0,0,1,0,1,1
"1121",0,0,0,0,0,0,0,0,0,0,0
"1122",0,0,0,0,0,0,0,0,0,1,1
"1123",0,0,0,0,0,0,0,0,0,0,0
"1124",0,0,0,0,0,0,0,0,0,0,0
"1125",0,1,0,0,1,0,1,1,0,1,1
"1126",0,1,0,0,1,0,1,1,0,1,1
"1127",0,0,0,0,0,0,0,0,1,1,0
"1128",0,0,0,0,0,0,0,0,0,0,0
"1129",0,0,0,1,0,0,0,0,0,0,0
"1130",1,0,1,0,0,1,0,0,1,0,-1
"1131",0,0,0,0,0,0,0,1,0,0,0
"1132",0,1,0,0,1,0,1,1,0,1,1
"1133",0,0,0,0,0,0,0,0,0,0,0
"1134",0,0,0,0,1,0,0,0,0,1,1
"1135",1,2,1,1,1,1,1,0,1,1,0
"1136",0,1,0,0,1,0,1,1,1,1,0
"1137",0,0,0,0,0,0,0,0,0,0,0
"1138",0,1,0,0,1,0,1,1,0,1,1
"1139",0,0,0,0,0,0,0,0,0,0,0
"1140",0,2,0,0,1,0,1,1,0,1,1
"1141",0,0,0,0,0,0,0,0,0,0,0
"1142",0,0,0,0,0,0,0,0,0,0,0
"1143",0,0,0,0,0,0,0,0,0,0,0
"1144",0,1,0,0,0,0,0,0,1,1,0
"1145",0,0,0,0,0,0,0,0,0,0,0
"1146",0,0,0,0,0,0,0,0,0,0,0
"1147",0,0,0,0,0,0,0,0,0,0,0
"1148",0,0,0,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,0,0,0,0,0,0
"1150",0,1,0,0,1,0,1,1,0,1,1
"1151",0,1,0,0,1,1,1,1,0,1,1
"1152",0,2,0,0,2,0,0,1,0,2,2
"1153",0,0,0,0,0,0,0,0,0,1,1
"1154",0,0,0,0,0,0,0,0,0,0,0
"1155",0,0,0,0,0,0,0,0,0,1,1
"1156",0,0,0,0,0,0,0,0,0,1,1
"1157",0,0,0,0,0,0,0,0,0,0,0
"1158",1,0,1,1,0,1,0,0,1,0,-1
"1159",0,1,0,0,1,0,1,1,0,1,1
"1160",0,1,0,0,0,0,0,0,2,1,-1
"1161",0,0,0,0,0,0,0,0,0,0,0
"1162",0,0,0,0,2,0,0,1,0,2,2
"1163",0,1,0,0,1,0,1,1,0,1,1
"1164",0,1,0,0,1,0,1,1,0,2,2
"1165",0,1,0,0,1,0,0,1,0,2,2
"1166",0,1,0,0,1,0,1,1,0,1,1
"1167",0,1,0,0,1,0,1,1,1,1,0
"1168",1,4,1,1,4,1,3,5,1,6,5
"1169",0,0,0,0,0,0,0,0,0,0,0
"1170",0,0,0,0,0,0,0,0,0,0,0
"1171",0,0,0,0,0,0,0,0,0,1,1
"1172",0,1,0,0,1,0,1,1,0,1,1
"1173",0,0,0,0,0,0,0,1,1,1,0
"1174",0,1,0,0,1,0,1,1,0,1,1
"1175",0,1,0,1,1,0,1,1,0,1,1
"1176",0,1,0,0,1,0,1,1,0,1,1
"1177",0,0,0,0,0,0,0,0,0,0,0
"1178",1,0,1,0,0,1,0,0,1,1,0
"1179",0,1,0,0,1,0,1,1,0,1,1
"1180",0,1,0,0,1,0,1,1,0,2,2
"1181",0,1,0,0,4,0,1,2,0,6,6
"1182",0,0,0,0,0,0,0,0,0,0,0
"1183",0,0,0,0,0,0,0,0,0,0,0
"1184",0,0,0,0,0,0,0,0,0,0,0
"1185",0,0,0,0,0,0,0,0,0,0,0
"1186",0,0,0,0,1,0,0,0,0,1,1
"1187",0,0,0,0,0,0,0,0,0,0,0
"1188",0,0,0,0,0,0,0,1,0,0,0
"1189",0,0,0,0,1,0,0,1,0,1,1
"1190",0,0,0,0,0,0,0,0,0,0,0
"1191",0,0,0,0,0,1,0,0,1,0,-1
"1192",0,2,0,0,1,0,1,1,0,1,1
"1193",0,0,0,0,0,0,0,0,0,0,0
"1194",0,0,0,0,1,0,0,1,0,1,1
"1195",0,0,0,0,2,0,0,1,0,2,2
"1196",0,0,0,1,0,0,0,0,0,0,0
"1197",0,0,0,0,0,0,0,0,0,0,0
"1198",0,0,0,0,0,0,0,0,0,0,0
"1199",0,1,0,0,1,0,1,1,0,1,1
"1200",0,0,0,0,0,0,0,0,0,0,0
"1201",0,1,0,0,1,0,1,1,0,1,1
"1202",0,1,0,0,1,0,0,1,0,3,3
"1203",0,0,0,0,1,0,0,2,2,3,1
"1204",0,0,0,0,0,0,0,0,0,0,0
"1205",0,0,0,0,0,0,0,1,0,0,0
